Results for Redis on port 6381:
1         Threads
10        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         8108.52          ---          ---         0.11169         0.11100         0.24700         0.27900       624.67 
Gets        81085.12      7367.69     73717.43         0.11116         0.11100         0.23900         0.27900      3403.21 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      89193.64      7367.69     73717.43         0.11121         0.11100         0.23900         0.27900      4027.88 


Request Latency Distribution
Type     <= msec         Percent
SET       0.615      100.000
SET       0.647      100.000
SET       0.663      100.000
SET       0.671      100.000
SET       0.687      100.000
SET       0.711      100.000
SET       0.743      100.000
SET       0.743      100.000
SET       0.743      100.000
SET       0.775      100.000
SET       0.791      100.000
SET       0.799      100.000
SET       0.823      100.000
SET       0.823      100.000
SET       0.839      100.000
SET       0.839      100.000
SET       0.855      100.000
SET       0.855      100.000
SET       0.855      100.000
SET       0.855      100.000
SET       0.855      100.000
SET       0.951      100.000
SET       0.951      100.000
SET       0.951      100.000
SET       0.967      100.000
SET       0.967      100.000
SET       0.967      100.000
SET       0.967      100.000
SET       0.967      100.000
SET       0.991      100.000
SET       0.991      100.000
SET       0.991      100.000
SET       0.991      100.000
SET       0.991      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.111      100.000
SET       1.111      100.000
---
GET       0.015        0.000
GET       0.063        5.000
GET       0.071       10.000
GET       0.079       15.000
GET       0.087       20.000
GET       0.087       25.000
GET       0.095       30.000
GET       0.095       35.000
GET       0.103       40.000
GET       0.103       45.000
GET       0.111       50.000
GET       0.111       52.500
GET       0.111       55.000
GET       0.119       57.500
GET       0.119       60.000
GET       0.119       62.500
GET       0.119       65.000
GET       0.127       67.500
GET       0.127       70.000
GET       0.127       72.500
GET       0.135       75.000
GET       0.135       76.250
GET       0.135       77.500
GET       0.143       78.750
GET       0.143       80.000
GET       0.143       81.250
GET       0.143       82.500
GET       0.151       83.750
GET       0.151       85.000
GET       0.151       86.250
GET       0.159       87.500
GET       0.159       88.125
GET       0.159       88.750
GET       0.159       89.375
GET       0.167       90.000
GET       0.167       90.625
GET       0.167       91.250
GET       0.167       91.875
GET       0.167       92.500
GET       0.175       93.125
GET       0.175       93.750
GET       0.175       94.062
GET       0.175       94.375
GET       0.175       94.688
GET       0.183       95.000
GET       0.183       95.312
GET       0.183       95.625
GET       0.183       95.938
GET       0.191       96.250
GET       0.191       96.562
GET       0.199       96.875
GET       0.199       97.031
GET       0.207       97.188
GET       0.207       97.344
GET       0.207       97.500
GET       0.215       97.656
GET       0.215       97.812
GET       0.223       97.969
GET       0.223       98.125
GET       0.223       98.281
GET       0.231       98.438
GET       0.231       98.516
GET       0.231       98.594
GET       0.239       98.672
GET       0.239       98.750
GET       0.239       98.828
GET       0.239       98.906
GET       0.239       98.984
GET       0.247       99.062
GET       0.247       99.141
GET       0.247       99.219
GET       0.247       99.258
GET       0.247       99.297
GET       0.247       99.336
GET       0.255       99.375
GET       0.255       99.414
GET       0.255       99.453
GET       0.255       99.492
GET       0.255       99.531
GET       0.255       99.570
GET       0.255       99.609
GET       0.263       99.629
GET       0.263       99.648
GET       0.263       99.668
GET       0.263       99.688
GET       0.263       99.707
GET       0.263       99.727
GET       0.263       99.746
GET       0.263       99.766
GET       0.271       99.785
GET       0.271       99.805
GET       0.271       99.814
GET       0.271       99.824
GET       0.271       99.834
GET       0.271       99.844
GET       0.271       99.854
GET       0.271       99.863
GET       0.279       99.873
GET       0.279       99.883
GET       0.279       99.893
GET       0.279       99.902
GET       0.279       99.907
GET       0.279       99.912
GET       0.287       99.917
GET       0.287       99.922
GET       0.287       99.927
GET       0.287       99.932
GET       0.287       99.937
GET       0.295       99.941
GET       0.295       99.946
GET       0.295       99.951
GET       0.295       99.954
GET       0.303       99.956
GET       0.303       99.958
GET       0.303       99.961
GET       0.303       99.963
GET       0.311       99.966
GET       0.311       99.968
GET       0.311       99.971
GET       0.319       99.973
GET       0.319       99.976
GET       0.319       99.977
GET       0.327       99.978
GET       0.327       99.979
GET       0.327       99.980
GET       0.327       99.982
GET       0.335       99.983
GET       0.335       99.984
GET       0.343       99.985
GET       0.343       99.987
GET       0.343       99.988
GET       0.351       99.988
GET       0.351       99.989
GET       0.351       99.990
GET       0.359       99.990
GET       0.359       99.991
GET       0.359       99.991
GET       0.367       99.992
GET       0.367       99.993
GET       0.375       99.993
GET       0.383       99.994
GET       0.383       99.994
GET       0.391       99.995
GET       0.399       99.995
GET       0.399       99.995
GET       0.407       99.995
GET       0.415       99.996
GET       0.415       99.996
GET       0.423       99.996
GET       0.431       99.997
GET       0.431       99.997
GET       0.439       99.997
GET       0.439       99.997
GET       0.447       99.997
GET       0.447       99.998
GET       0.447       99.998
GET       0.455       99.998
GET       0.463       99.998
GET       0.463       99.998
GET       0.471       99.998
GET       0.471       99.998
GET       0.479       99.999
GET       0.479       99.999
GET       0.479       99.999
GET       0.487       99.999
GET       0.487       99.999
GET       0.495       99.999
GET       0.503       99.999
GET       0.511       99.999
GET       0.511       99.999
GET       0.519       99.999
GET       0.527       99.999
GET       0.535       99.999
GET       0.535       99.999
GET       0.543       99.999
GET       0.551       99.999
GET       0.567       99.999
GET       0.575      100.000
GET       0.591      100.000
GET       0.607      100.000
GET       0.623      100.000
GET       0.631      100.000
GET       0.647      100.000
GET       0.663      100.000
GET       0.679      100.000
GET       0.703      100.000
GET       0.743      100.000
GET       0.759      100.000
GET       0.767      100.000
GET       0.783      100.000
GET       0.799      100.000
GET       0.799      100.000
GET       0.807      100.000
GET       0.823      100.000
GET       0.823      100.000
GET       0.847      100.000
GET       0.855      100.000
GET       0.871      100.000
GET       0.879      100.000
GET       0.911      100.000
GET       0.927      100.000
GET       0.943      100.000
GET       0.959      100.000
GET       0.959      100.000
GET       0.959      100.000
GET       0.975      100.000
GET       0.991      100.000
GET       0.999      100.000
GET       1.015      100.000
GET       1.031      100.000
GET       1.039      100.000
GET       1.055      100.000
GET       1.071      100.000
GET       1.087      100.000
GET       1.087      100.000
GET       1.095      100.000
GET       1.103      100.000
GET       1.111      100.000
GET       1.135      100.000
GET       1.143      100.000
GET       1.151      100.000
GET       1.151      100.000
GET       1.151      100.000
GET       1.159      100.000
GET       1.159      100.000
GET       1.159      100.000
GET       1.159      100.000
GET       1.167      100.000
GET       1.175      100.000
GET       1.175      100.000
GET       1.175      100.000
GET       1.175      100.000
GET       1.175      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.183      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.191      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.207      100.000
GET       1.215      100.000
GET       1.215      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6380:
1         Threads
10        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         8019.22          ---          ---         0.11297         0.11100         0.24700         0.27900       617.80 
Gets        80192.12      7363.61     72828.51         0.11240         0.11100         0.24700         0.27900      3368.29 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      88211.34      7363.61     72828.51         0.11246         0.11100         0.24700         0.27900      3986.08 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.023        0.000
SET       0.063        5.000
SET       0.071       10.000
SET       0.079       15.000
SET       0.087       20.000
SET       0.087       25.000
SET       0.095       30.000
SET       0.095       35.000
SET       0.103       40.000
SET       0.111       45.000
SET       0.111       50.000
SET       0.111       52.500
SET       0.119       55.000
SET       0.119       57.500
SET       0.119       60.000
SET       0.119       62.500
SET       0.127       65.000
SET       0.127       67.500
SET       0.127       70.000
SET       0.135       72.500
SET       0.135       75.000
SET       0.135       76.250
SET       0.143       77.500
SET       0.143       78.750
SET       0.143       80.000
SET       0.143       81.250
SET       0.151       82.500
SET       0.151       83.750
SET       0.151       85.000
SET       0.159       86.250
SET       0.159       87.500
SET       0.159       88.125
SET       0.159       88.750
SET       0.167       89.375
SET       0.167       90.000
SET       0.167       90.625
SET       0.167       91.250
SET       0.167       91.875
SET       0.175       92.500
SET       0.175       93.125
SET       0.175       93.750
SET       0.175       94.062
SET       0.175       94.375
SET       0.183       94.688
SET       0.183       95.000
SET       0.183       95.312
SET       0.183       95.625
SET       0.191       95.938
SET       0.191       96.250
SET       0.199       96.562
SET       0.199       96.875
SET       0.207       97.031
SET       0.207       97.188
SET       0.207       97.344
SET       0.215       97.500
SET       0.215       97.656
SET       0.223       97.812
SET       0.223       97.969
SET       0.231       98.125
SET       0.231       98.281
SET       0.231       98.438
SET       0.231       98.516
SET       0.239       98.594
SET       0.239       98.672
SET       0.239       98.750
SET       0.239       98.828
SET       0.239       98.906
SET       0.247       98.984
SET       0.247       99.062
SET       0.247       99.141
SET       0.247       99.219
SET       0.247       99.258
SET       0.255       99.297
SET       0.255       99.336
SET       0.255       99.375
SET       0.255       99.414
SET       0.255       99.453
SET       0.255       99.492
SET       0.255       99.531
SET       0.263       99.570
SET       0.263       99.609
SET       0.263       99.629
SET       0.263       99.648
SET       0.263       99.668
SET       0.263       99.688
SET       0.263       99.707
SET       0.263       99.727
SET       0.271       99.746
SET       0.271       99.766
SET       0.271       99.785
SET       0.271       99.805
SET       0.271       99.814
SET       0.271       99.824
SET       0.271       99.834
SET       0.271       99.844
SET       0.279       99.854
SET       0.279       99.863
SET       0.279       99.873
SET       0.279       99.883
SET       0.279       99.893
SET       0.279       99.902
SET       0.279       99.907
SET       0.287       99.912
SET       0.287       99.917
SET       0.287       99.922
SET       0.287       99.927
SET       0.287       99.932
SET       0.287       99.937
SET       0.295       99.941
SET       0.295       99.946
SET       0.295       99.951
SET       0.295       99.954
SET       0.295       99.956
SET       0.303       99.958
SET       0.303       99.961
SET       0.303       99.963
SET       0.303       99.966
SET       0.303       99.968
SET       0.311       99.971
SET       0.311       99.973
SET       0.319       99.976
SET       0.319       99.977
SET       0.319       99.978
SET       0.319       99.979
SET       0.327       99.980
SET       0.327       99.982
SET       0.327       99.983
SET       0.327       99.984
SET       0.335       99.985
SET       0.335       99.987
SET       0.335       99.988
SET       0.343       99.988
SET       0.343       99.989
SET       0.343       99.990
SET       0.343       99.990
SET       0.343       99.991
SET       0.351       99.991
SET       0.351       99.992
SET       0.351       99.993
SET       0.351       99.993
SET       0.359       99.994
SET       0.359       99.994
SET       0.367       99.995
SET       0.367       99.995
SET       0.367       99.995
SET       0.375       99.995
SET       0.375       99.996
SET       0.375       99.996
SET       0.383       99.996
SET       0.391       99.997
SET       0.391       99.997
SET       0.399       99.997
SET       0.407       99.997
SET       0.407       99.997
SET       0.415       99.998
SET       0.423       99.998
SET       0.431       99.998
SET       0.431       99.998
SET       0.439       99.998
SET       0.455       99.998
SET       0.463       99.998
SET       0.463       99.999
SET       0.463       99.999
SET       0.471       99.999
SET       0.487       99.999
SET       0.487       99.999
SET       0.495       99.999
SET       0.511       99.999
SET       0.519       99.999
SET       0.527       99.999
SET       0.535       99.999
SET       0.543       99.999
SET       0.543       99.999
SET       0.551       99.999
SET       0.551       99.999
SET       0.559       99.999
SET       0.575       99.999
SET       0.583      100.000
SET       0.591      100.000
SET       0.599      100.000
SET       0.599      100.000
SET       0.607      100.000
SET       0.607      100.000
SET       0.663      100.000
SET       0.679      100.000
SET       0.687      100.000
SET       0.687      100.000
SET       0.855      100.000
SET       0.855      100.000
SET       0.903      100.000
SET       0.983      100.000
SET       1.023      100.000
SET       1.023      100.000
SET       1.031      100.000
SET       1.031      100.000
SET       1.039      100.000
SET       1.039      100.000
SET       1.263      100.000
SET       1.263      100.000
SET       1.263      100.000
SET       1.431      100.000
SET       1.431      100.000
SET       1.431      100.000
SET       4.959      100.000
SET       4.959      100.000
SET       4.959      100.000
SET       4.959      100.000
SET       5.087      100.000
SET       5.087      100.000
SET       5.087      100.000
SET       5.087      100.000
SET       5.087      100.000
SET       5.087      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       5.951      100.000
SET       6.047      100.000
SET       6.047      100.000
---
GET       0.015        0.000
GET       0.063        5.000
GET       0.071       10.000
GET       0.079       15.000
GET       0.087       20.000
GET       0.087       25.000
GET       0.095       30.000
GET       0.095       35.000
GET       0.103       40.000
GET       0.103       45.000
GET       0.111       50.000
GET       0.111       52.500
GET       0.119       55.000
GET       0.119       57.500
GET       0.119       60.000
GET       0.119       62.500
GET       0.127       65.000
GET       0.127       67.500
GET       0.127       70.000
GET       0.135       72.500
GET       0.135       75.000
GET       0.135       76.250
GET       0.135       77.500
GET       0.143       78.750
GET       0.143       80.000
GET       0.143       81.250
GET       0.143       82.500
GET       0.151       83.750
GET       0.151       85.000
GET       0.159       86.250
GET       0.159       87.500
GET       0.159       88.125
GET       0.159       88.750
GET       0.159       89.375
GET       0.167       90.000
GET       0.167       90.625
GET       0.167       91.250
GET       0.167       91.875
GET       0.167       92.500
GET       0.175       93.125
GET       0.175       93.750
GET       0.175       94.062
GET       0.175       94.375
GET       0.183       94.688
GET       0.183       95.000
GET       0.183       95.312
GET       0.183       95.625
GET       0.191       95.938
GET       0.191       96.250
GET       0.191       96.562
GET       0.199       96.875
GET       0.199       97.031
GET       0.207       97.188
GET       0.207       97.344
GET       0.215       97.500
GET       0.215       97.656
GET       0.215       97.812
GET       0.223       97.969
GET       0.223       98.125
GET       0.231       98.281
GET       0.231       98.438
GET       0.231       98.516
GET       0.239       98.594
GET       0.239       98.672
GET       0.239       98.750
GET       0.239       98.828
GET       0.239       98.906
GET       0.247       98.984
GET       0.247       99.062
GET       0.247       99.141
GET       0.247       99.219
GET       0.247       99.258
GET       0.247       99.297
GET       0.255       99.336
GET       0.255       99.375
GET       0.255       99.414
GET       0.255       99.453
GET       0.255       99.492
GET       0.255       99.531
GET       0.255       99.570
GET       0.263       99.609
GET       0.263       99.629
GET       0.263       99.648
GET       0.263       99.668
GET       0.263       99.688
GET       0.263       99.707
GET       0.263       99.727
GET       0.263       99.746
GET       0.271       99.766
GET       0.271       99.785
GET       0.271       99.805
GET       0.271       99.814
GET       0.271       99.824
GET       0.271       99.834
GET       0.271       99.844
GET       0.271       99.854
GET       0.279       99.863
GET       0.279       99.873
GET       0.279       99.883
GET       0.279       99.893
GET       0.279       99.902
GET       0.279       99.907
GET       0.279       99.912
GET       0.287       99.917
GET       0.287       99.922
GET       0.287       99.927
GET       0.287       99.932
GET       0.287       99.937
GET       0.287       99.941
GET       0.295       99.946
GET       0.295       99.951
GET       0.295       99.954
GET       0.295       99.956
GET       0.295       99.958
GET       0.303       99.961
GET       0.303       99.963
GET       0.303       99.966
GET       0.303       99.968
GET       0.311       99.971
GET       0.311       99.973
GET       0.311       99.976
GET       0.311       99.977
GET       0.319       99.978
GET       0.319       99.979
GET       0.319       99.980
GET       0.319       99.982
GET       0.327       99.983
GET       0.327       99.984
GET       0.327       99.985
GET       0.335       99.987
GET       0.335       99.988
GET       0.335       99.988
GET       0.335       99.989
GET       0.343       99.990
GET       0.343       99.990
GET       0.343       99.991
GET       0.343       99.991
GET       0.351       99.992
GET       0.351       99.993
GET       0.351       99.993
GET       0.359       99.994
GET       0.359       99.994
GET       0.359       99.995
GET       0.367       99.995
GET       0.367       99.995
GET       0.367       99.995
GET       0.375       99.996
GET       0.375       99.996
GET       0.383       99.996
GET       0.383       99.997
GET       0.391       99.997
GET       0.399       99.997
GET       0.399       99.997
GET       0.407       99.997
GET       0.407       99.998
GET       0.415       99.998
GET       0.423       99.998
GET       0.431       99.998
GET       0.439       99.998
GET       0.447       99.998
GET       0.455       99.998
GET       0.463       99.999
GET       0.471       99.999
GET       0.471       99.999
GET       0.487       99.999
GET       0.495       99.999
GET       0.503       99.999
GET       0.511       99.999
GET       0.519       99.999
GET       0.535       99.999
GET       0.551       99.999
GET       0.559       99.999
GET       0.559       99.999
GET       0.567       99.999
GET       0.575       99.999
GET       0.583       99.999
GET       0.591       99.999
GET       0.607      100.000
GET       0.615      100.000
GET       0.639      100.000
GET       0.671      100.000
GET       0.687      100.000
GET       0.703      100.000
GET       0.711      100.000
GET       0.775      100.000
GET       0.839      100.000
GET       0.903      100.000
GET       0.935      100.000
GET       0.975      100.000
GET       1.031      100.000
GET       1.223      100.000
GET       1.271      100.000
GET       1.303      100.000
GET       1.359      100.000
GET       2.191      100.000
GET       2.239      100.000
GET       2.975      100.000
GET       3.071      100.000
GET       4.255      100.000
GET       4.319      100.000
GET       4.479      100.000
GET       4.511      100.000
GET       4.543      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.607      100.000
GET       4.607      100.000
GET       4.607      100.000
GET       4.639      100.000
GET       4.927      100.000
GET       4.991      100.000
GET       4.991      100.000
GET       4.991      100.000
GET       4.991      100.000
GET       5.023      100.000
GET       5.023      100.000
GET       5.055      100.000
GET       5.087      100.000
GET       5.087      100.000
GET       5.119      100.000
GET       5.119      100.000
GET       5.183      100.000
GET       5.183      100.000
GET       5.247      100.000
GET       5.247      100.000
GET       5.279      100.000
GET       5.279      100.000
GET       5.919      100.000
GET       5.919      100.000
GET       5.919      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.951      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       5.983      100.000
GET       6.015      100.000
GET       6.015      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6379:
1         Threads
10        Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         8146.46          ---          ---         0.11119         0.11100         0.23900         0.27900       627.60 
Gets        81464.55      9705.69     71758.86         0.11067         0.11100         0.23900         0.27900      3495.62 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      89611.01      9705.69     71758.86         0.11072         0.11100         0.23900         0.27900      4123.22 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.015        0.000
SET       0.063        5.000
SET       0.071       10.000
SET       0.079       15.000
SET       0.087       20.000
SET       0.087       25.000
SET       0.095       30.000
SET       0.095       35.000
SET       0.103       40.000
SET       0.103       45.000
SET       0.111       50.000
SET       0.111       52.500
SET       0.111       55.000
SET       0.119       57.500
SET       0.119       60.000
SET       0.119       62.500
SET       0.119       65.000
SET       0.127       67.500
SET       0.127       70.000
SET       0.127       72.500
SET       0.135       75.000
SET       0.135       76.250
SET       0.135       77.500
SET       0.135       78.750
SET       0.143       80.000
SET       0.143       81.250
SET       0.143       82.500
SET       0.151       83.750
SET       0.151       85.000
SET       0.151       86.250
SET       0.159       87.500
SET       0.159       88.125
SET       0.159       88.750
SET       0.159       89.375
SET       0.167       90.000
SET       0.167       90.625
SET       0.167       91.250
SET       0.167       91.875
SET       0.167       92.500
SET       0.175       93.125
SET       0.175       93.750
SET       0.175       94.062
SET       0.175       94.375
SET       0.175       94.688
SET       0.183       95.000
SET       0.183       95.312
SET       0.183       95.625
SET       0.183       95.938
SET       0.191       96.250
SET       0.191       96.562
SET       0.199       96.875
SET       0.199       97.031
SET       0.199       97.188
SET       0.207       97.344
SET       0.207       97.500
SET       0.207       97.656
SET       0.215       97.812
SET       0.215       97.969
SET       0.223       98.125
SET       0.223       98.281
SET       0.231       98.438
SET       0.231       98.516
SET       0.231       98.594
SET       0.231       98.672
SET       0.231       98.750
SET       0.239       98.828
SET       0.239       98.906
SET       0.239       98.984
SET       0.239       99.062
SET       0.239       99.141
SET       0.247       99.219
SET       0.247       99.258
SET       0.247       99.297
SET       0.247       99.336
SET       0.247       99.375
SET       0.247       99.414
SET       0.255       99.453
SET       0.255       99.492
SET       0.255       99.531
SET       0.255       99.570
SET       0.255       99.609
SET       0.255       99.629
SET       0.255       99.648
SET       0.255       99.668
SET       0.263       99.688
SET       0.263       99.707
SET       0.263       99.727
SET       0.263       99.746
SET       0.263       99.766
SET       0.263       99.785
SET       0.271       99.805
SET       0.271       99.814
SET       0.271       99.824
SET       0.271       99.834
SET       0.271       99.844
SET       0.271       99.854
SET       0.271       99.863
SET       0.271       99.873
SET       0.279       99.883
SET       0.279       99.893
SET       0.279       99.902
SET       0.279       99.907
SET       0.279       99.912
SET       0.279       99.917
SET       0.287       99.922
SET       0.287       99.927
SET       0.287       99.932
SET       0.287       99.937
SET       0.287       99.941
SET       0.295       99.946
SET       0.295       99.951
SET       0.295       99.954
SET       0.303       99.956
SET       0.303       99.958
SET       0.303       99.961
SET       0.303       99.963
SET       0.311       99.966
SET       0.311       99.968
SET       0.311       99.971
SET       0.319       99.973
SET       0.319       99.976
SET       0.319       99.977
SET       0.319       99.978
SET       0.327       99.979
SET       0.327       99.980
SET       0.327       99.982
SET       0.327       99.983
SET       0.335       99.984
SET       0.335       99.985
SET       0.343       99.987
SET       0.343       99.988
SET       0.343       99.988
SET       0.351       99.989
SET       0.351       99.990
SET       0.351       99.990
SET       0.359       99.991
SET       0.359       99.991
SET       0.367       99.992
SET       0.367       99.993
SET       0.375       99.993
SET       0.375       99.994
SET       0.383       99.994
SET       0.383       99.995
SET       0.391       99.995
SET       0.391       99.995
SET       0.399       99.995
SET       0.399       99.996
SET       0.407       99.996
SET       0.415       99.996
SET       0.423       99.997
SET       0.431       99.997
SET       0.439       99.997
SET       0.439       99.997
SET       0.447       99.997
SET       0.463       99.998
SET       0.471       99.998
SET       0.479       99.998
SET       0.487       99.998
SET       0.503       99.998
SET       0.527       99.998
SET       0.543       99.998
SET       0.551       99.999
SET       0.559       99.999
SET       0.591       99.999
SET       0.599       99.999
SET       0.615       99.999
SET       0.631       99.999
SET       0.639       99.999
SET       0.647       99.999
SET       0.663       99.999
SET       0.687       99.999
SET       0.695       99.999
SET       0.711       99.999
SET       0.719       99.999
SET       0.799       99.999
SET       0.959       99.999
SET       0.975       99.999
SET       1.103      100.000
SET       1.159      100.000
SET       1.167      100.000
SET       1.471      100.000
SET       1.487      100.000
SET       1.527      100.000
SET       1.551      100.000
SET       1.559      100.000
SET       1.559      100.000
SET       1.559      100.000
SET       1.583      100.000
SET       1.591      100.000
SET       1.607      100.000
SET       1.655      100.000
