Results for Redis on port 6379:
1         Threads
1         Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         1635.82          ---          ---         0.05567         0.05500         0.09500         0.15900       126.02 
Gets        16358.22       778.46     15579.76         0.05472         0.05500         0.09500         0.15900       690.58 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      17994.05       778.46     15579.76         0.05480         0.05500         0.09500         0.15900       816.61 


Request Latency Distribution
Type     <= msec         Percent
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.063      100.000
SET       2.079      100.000
SET       2.079      100.000
---
GET       0.015        0.000
GET       0.055        5.000
GET       0.055       10.000
GET       0.055       15.000
GET       0.055       20.000
GET       0.055       25.000
GET       0.055       30.000
GET       0.055       35.000
GET       0.055       40.000
GET       0.055       45.000
GET       0.055       50.000
GET       0.055       52.500
GET       0.055       55.000
GET       0.055       57.500
GET       0.055       60.000
GET       0.055       62.500
GET       0.055       65.000
GET       0.055       67.500
GET       0.055       70.000
GET       0.055       72.500
GET       0.055       75.000
GET       0.055       76.250
GET       0.055       77.500
GET       0.055       78.750
GET       0.055       80.000
GET       0.055       81.250
GET       0.055       82.500
GET       0.063       83.750
GET       0.063       85.000
GET       0.063       86.250
GET       0.063       87.500
GET       0.063       88.125
GET       0.063       88.750
GET       0.063       89.375
GET       0.063       90.000
GET       0.063       90.625
GET       0.071       91.250
GET       0.071       91.875
GET       0.071       92.500
GET       0.071       93.125
GET       0.071       93.750
GET       0.071       94.062
GET       0.071       94.375
GET       0.071       94.688
GET       0.071       95.000
GET       0.071       95.312
GET       0.079       95.625
GET       0.079       95.938
GET       0.079       96.250
GET       0.079       96.562
GET       0.079       96.875
GET       0.079       97.031
GET       0.079       97.188
GET       0.079       97.344
GET       0.079       97.500
GET       0.079       97.656
GET       0.087       97.812
GET       0.087       97.969
GET       0.087       98.125
GET       0.087       98.281
GET       0.087       98.438
GET       0.087       98.516
GET       0.087       98.594
GET       0.087       98.672
GET       0.087       98.750
GET       0.087       98.828
GET       0.095       98.906
GET       0.095       98.984
GET       0.095       99.062
GET       0.095       99.141
GET       0.095       99.219
GET       0.095       99.258
GET       0.095       99.297
GET       0.095       99.336
GET       0.103       99.375
GET       0.103       99.414
GET       0.103       99.453
GET       0.103       99.492
GET       0.103       99.531
GET       0.103       99.570
GET       0.111       99.609
GET       0.111       99.629
GET       0.111       99.648
GET       0.111       99.668
GET       0.111       99.688
GET       0.111       99.707
GET       0.119       99.727
GET       0.119       99.746
GET       0.119       99.766
GET       0.127       99.785
GET       0.135       99.805
GET       0.135       99.814
GET       0.135       99.824
GET       0.143       99.834
GET       0.143       99.844
GET       0.143       99.854
GET       0.151       99.863
GET       0.151       99.873
GET       0.151       99.883
GET       0.159       99.893
GET       0.159       99.902
GET       0.159       99.907
GET       0.159       99.912
GET       0.159       99.917
GET       0.159       99.922
GET       0.167       99.927
GET       0.167       99.932
GET       0.167       99.937
GET       0.167       99.941
GET       0.167       99.946
GET       0.167       99.951
GET       0.175       99.954
GET       0.175       99.956
GET       0.175       99.958
GET       0.175       99.961
GET       0.175       99.963
GET       0.175       99.966
GET       0.175       99.968
GET       0.183       99.971
GET       0.183       99.973
GET       0.183       99.976
GET       0.183       99.977
GET       0.183       99.978
GET       0.191       99.979
GET       0.191       99.980
GET       0.191       99.982
GET       0.191       99.983
GET       0.199       99.984
GET       0.199       99.985
GET       0.199       99.987
GET       0.207       99.988
GET       0.207       99.988
GET       0.207       99.989
GET       0.215       99.990
GET       0.215       99.990
GET       0.215       99.991
GET       0.223       99.991
GET       0.223       99.992
GET       0.231       99.993
GET       0.231       99.993
GET       0.231       99.994
GET       0.239       99.994
GET       0.239       99.995
GET       0.239       99.995
GET       0.239       99.995
GET       0.247       99.995
GET       0.247       99.996
GET       0.247       99.996
GET       0.255       99.996
GET       0.255       99.997
GET       0.263       99.997
GET       0.263       99.997
GET       0.271       99.997
GET       0.271       99.997
GET       0.279       99.998
GET       0.287       99.998
GET       0.287       99.998
GET       0.295       99.998
GET       0.303       99.998
GET       0.311       99.998
GET       0.327       99.998
GET       0.335       99.999
GET       0.351       99.999
GET       0.367       99.999
GET       0.415       99.999
GET       0.439       99.999
GET       0.463       99.999
GET       0.527       99.999
GET       0.559       99.999
GET       0.639       99.999
GET       0.759       99.999
GET       0.927       99.999
GET       1.015       99.999
GET       1.271       99.999
GET       2.023       99.999
GET       2.031       99.999
GET       2.039       99.999
GET       2.039      100.000
GET       2.039      100.000
GET       2.047      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.063      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.079      100.000
GET       2.095      100.000
GET       2.095      100.000
GET       2.111      100.000
GET       3.151      100.000
GET       3.215      100.000
GET       3.215      100.000
GET       3.279      100.000
GET       3.279      100.000
GET       3.279      100.000
GET       3.567      100.000
GET       3.567      100.000
GET       3.631      100.000
GET       3.631      100.000
GET       3.663      100.000
GET       3.663      100.000
GET       3.663      100.000
GET       3.887      100.000
GET       3.887      100.000
GET       3.887      100.000
GET       3.887      100.000
GET       3.887      100.000
GET       4.031      100.000
GET       4.031      100.000
GET       4.031      100.000
GET       4.031      100.000
GET       4.031      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.575      100.000
GET       4.639      100.000
GET       4.639      100.000
---
WAIT      0.000      100.000


