Results for Redis on port 6381:
1         Threads
5         Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         5467.03          ---          ---         0.08178         0.07900         0.17500         0.25500       421.18 
Gets        54670.29      1758.94     52911.35         0.08079         0.07900         0.17500         0.25500      2188.03 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      60137.32      1758.94     52911.35         0.08088         0.07900         0.17500         0.25500      2609.21 


Request Latency Distribution
Type     <= msec         Percent
SET      26.367      100.000
SET      27.007      100.000
SET      27.391      100.000
SET      27.391      100.000
SET      27.391      100.000
SET      27.391      100.000
SET      29.311      100.000
SET      32.511      100.000
SET      32.511      100.000
SET      32.639      100.000
SET     522.239      100.000
SET     522.239      100.000
SET     978.943      100.000
SET     978.943      100.000
SET     978.943      100.000
SET     978.943      100.000
SET    1007.615      100.000
SET    1007.615      100.000
SET    1007.615      100.000
SET    1011.711      100.000
SET    1011.711      100.000
SET    1011.711      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1044.479      100.000
SET    1048.575      100.000
SET    1048.575      100.000
---
GET       0.015        0.000
GET       0.039        5.000
GET       0.047       10.000
GET       0.047       15.000
GET       0.055       20.000
GET       0.055       25.000
GET       0.063       30.000
GET       0.063       35.000
GET       0.071       40.000
GET       0.071       45.000
GET       0.079       50.000
GET       0.079       52.500
GET       0.079       55.000
GET       0.079       57.500
GET       0.087       60.000
GET       0.087       62.500
GET       0.087       65.000
GET       0.087       67.500
GET       0.095       70.000
GET       0.095       72.500
GET       0.095       75.000
GET       0.103       76.250
GET       0.103       77.500
GET       0.103       78.750
GET       0.103       80.000
GET       0.111       81.250
GET       0.111       82.500
GET       0.111       83.750
GET       0.111       85.000
GET       0.119       86.250
GET       0.119       87.500
GET       0.119       88.125
GET       0.119       88.750
GET       0.127       89.375
GET       0.127       90.000
GET       0.127       90.625
GET       0.127       91.250
GET       0.127       91.875
GET       0.135       92.500
GET       0.135       93.125
GET       0.135       93.750
GET       0.135       94.062
GET       0.143       94.375
GET       0.143       94.688
GET       0.143       95.000
GET       0.143       95.312
GET       0.143       95.625
GET       0.143       95.938
GET       0.151       96.250
GET       0.151       96.562
GET       0.151       96.875
GET       0.151       97.031
GET       0.159       97.188
GET       0.159       97.344
GET       0.159       97.500
GET       0.159       97.656
GET       0.159       97.812
GET       0.159       97.969
GET       0.159       98.125
GET       0.167       98.281
GET       0.167       98.438
GET       0.167       98.516
GET       0.167       98.594
GET       0.175       98.672
GET       0.175       98.750
GET       0.175       98.828
GET       0.175       98.906
GET       0.175       98.984
GET       0.183       99.062
GET       0.183       99.141
GET       0.183       99.219
GET       0.183       99.258
GET       0.183       99.297
GET       0.191       99.336
GET       0.191       99.375
GET       0.191       99.414
GET       0.191       99.453
GET       0.199       99.492
GET       0.199       99.531
GET       0.199       99.570
GET       0.207       99.609
GET       0.207       99.629
GET       0.207       99.648
GET       0.215       99.668
GET       0.215       99.688
GET       0.215       99.707
GET       0.223       99.727
GET       0.223       99.746
GET       0.223       99.766
GET       0.231       99.785
GET       0.231       99.805
GET       0.231       99.814
GET       0.239       99.824
GET       0.239       99.834
GET       0.239       99.844
GET       0.247       99.854
GET       0.247       99.863
GET       0.247       99.873
GET       0.247       99.883
GET       0.255       99.893
GET       0.255       99.902
GET       0.255       99.907
GET       0.263       99.912
GET       0.263       99.917
GET       0.263       99.922
GET       0.263       99.927
GET       0.263       99.932
GET       0.271       99.937
GET       0.271       99.941
GET       0.271       99.946
GET       0.279       99.951
GET       0.279       99.954
GET       0.279       99.956
GET       0.279       99.958
GET       0.287       99.961
GET       0.287       99.963
GET       0.287       99.966
GET       0.287       99.968
GET       0.295       99.971
GET       0.295       99.973
GET       0.295       99.976
GET       0.303       99.977
GET       0.303       99.978
GET       0.303       99.979
GET       0.303       99.980
GET       0.311       99.982
GET       0.311       99.983
GET       0.311       99.984
GET       0.319       99.985
GET       0.327       99.987
GET       0.327       99.988
GET       0.335       99.988
GET       0.335       99.989
GET       0.343       99.990
GET       0.343       99.990
GET       0.351       99.991
GET       0.359       99.991
GET       0.367       99.992
GET       0.375       99.993
GET       0.391       99.993
GET       0.407       99.994
GET       0.423       99.994
GET       0.431       99.995
GET       0.447       99.995
GET       0.455       99.995
GET       0.471       99.995
GET       0.487       99.996
GET       0.503       99.996
GET       0.527       99.996
GET       0.543       99.997
GET       0.575       99.997
GET       0.591       99.997
GET       0.615       99.997
GET       0.631       99.997
GET       0.647       99.998
GET       0.679       99.998
GET       0.719       99.998
GET       0.783       99.998
GET       0.863       99.998
GET       1.271       99.998
GET       2.079       99.998
GET       2.095       99.999
GET       2.111       99.999
GET       2.111       99.999
GET       2.127       99.999
GET       2.143       99.999
GET       2.159       99.999
GET       2.191       99.999
GET       3.903       99.999
GET       5.599       99.999
GET       6.335       99.999
GET       6.751       99.999
GET       6.847       99.999
GET       7.903       99.999
GET       9.407       99.999
GET      11.199       99.999
GET      12.607       99.999
GET      14.399      100.000
GET      20.351      100.000
GET      23.679      100.000
GET      24.447      100.000
GET      25.087      100.000
GET      25.983      100.000
GET      27.007      100.000
GET      27.263      100.000
GET      28.799      100.000
GET      29.311      100.000
GET      31.743      100.000
GET      32.639      100.000
GET      36.095      100.000
GET     522.239      100.000
GET     522.239      100.000
GET     970.751      100.000
GET     978.943      100.000
GET     978.943      100.000
GET     978.943      100.000
GET     978.943      100.000
GET     978.943      100.000
GET     995.327      100.000
GET    1003.519      100.000
GET    1003.519      100.000
GET    1007.615      100.000
GET    1007.615      100.000
GET    1007.615      100.000
GET    1007.615      100.000
GET    1011.711      100.000
GET    1011.711      100.000
GET    1011.711      100.000
GET    1011.711      100.000
GET    1011.711      100.000
GET    1015.807      100.000
GET    1015.807      100.000
GET    1015.807      100.000
GET    1015.807      100.000
GET    1015.807      100.000
GET    1044.479      100.000
GET    1044.479      100.000
GET    1044.479      100.000
GET    1044.479      100.000
GET    1048.575      100.000
GET    1048.575      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6379:
1         Threads
5         Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         3860.72          ---          ---         0.11760         0.11100         0.29500         0.35900       297.43 
Gets        38607.19      4600.93     34006.26         0.11576         0.11100         0.28700         0.35100      1656.66 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      42467.91      4600.93     34006.26         0.11592         0.11100         0.28700         0.35100      1954.09 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.015        0.000
SET       0.047        5.000
SET       0.063       10.000
SET       0.071       15.000
SET       0.079       20.000
SET       0.079       25.000
SET       0.087       30.000
SET       0.095       35.000
SET       0.103       40.000
SET       0.103       45.000
SET       0.111       50.000
SET       0.119       52.500
SET       0.119       55.000
SET       0.119       57.500
SET       0.127       60.000
SET       0.127       62.500
SET       0.127       65.000
SET       0.135       67.500
SET       0.135       70.000
SET       0.143       72.500
SET       0.143       75.000
SET       0.143       76.250
SET       0.151       77.500
SET       0.151       78.750
SET       0.151       80.000
SET       0.159       81.250
SET       0.159       82.500
SET       0.167       83.750
SET       0.167       85.000
SET       0.175       86.250
SET       0.175       87.500
SET       0.183       88.125
SET       0.183       88.750
SET       0.183       89.375
SET       0.191       90.000
SET       0.191       90.625
SET       0.199       91.250
SET       0.199       91.875
SET       0.207       92.500
SET       0.215       93.125
SET       0.215       93.750
SET       0.223       94.062
SET       0.223       94.375
SET       0.223       94.688
SET       0.231       95.000
SET       0.231       95.312
SET       0.239       95.625
SET       0.239       95.938
SET       0.247       96.250
SET       0.247       96.562
SET       0.255       96.875
SET       0.255       97.031
SET       0.255       97.188
SET       0.263       97.344
SET       0.263       97.500
SET       0.263       97.656
SET       0.263       97.812
SET       0.271       97.969
SET       0.271       98.125
SET       0.279       98.281
SET       0.279       98.438
SET       0.279       98.516
SET       0.279       98.594
SET       0.287       98.672
SET       0.287       98.750
SET       0.287       98.828
SET       0.295       98.906
SET       0.295       98.984
SET       0.295       99.062
SET       0.295       99.141
SET       0.303       99.219
SET       0.303       99.258
SET       0.303       99.297
SET       0.303       99.336
SET       0.311       99.375
SET       0.311       99.414
SET       0.311       99.453
SET       0.311       99.492
SET       0.319       99.531
SET       0.319       99.570
SET       0.319       99.609
SET       0.319       99.629
SET       0.319       99.648
SET       0.319       99.668
SET       0.327       99.688
SET       0.327       99.707
SET       0.327       99.727
SET       0.327       99.746
SET       0.327       99.766
SET       0.335       99.785
SET       0.335       99.805
SET       0.335       99.814
SET       0.343       99.824
SET       0.343       99.834
SET       0.343       99.844
SET       0.343       99.854
SET       0.343       99.863
SET       0.351       99.873
SET       0.351       99.883
SET       0.351       99.893
SET       0.359       99.902
SET       0.359       99.907
SET       0.359       99.912
SET       0.359       99.917
SET       0.359       99.922
SET       0.359       99.927
SET       0.367       99.932
SET       0.367       99.937
SET       0.367       99.941
SET       0.367       99.946
SET       0.367       99.951
SET       0.367       99.954
SET       0.375       99.956
SET       0.375       99.958
SET       0.375       99.961
SET       0.375       99.963
SET       0.383       99.966
SET       0.383       99.968
SET       0.383       99.971
SET       0.391       99.973
SET       0.391       99.976
SET       0.391       99.977
SET       0.399       99.978
SET       0.399       99.979
SET       0.407       99.980
SET       0.407       99.982
SET       0.415       99.983
SET       0.415       99.984
SET       0.423       99.985
SET       0.423       99.987
SET       0.431       99.988
SET       0.439       99.988
SET       0.439       99.989
SET       0.447       99.990
SET       0.455       99.990
SET       0.463       99.991
SET       0.471       99.991
SET       0.487       99.992
SET       0.495       99.993
SET       0.519       99.993
SET       0.535       99.994
SET       0.535       99.994
SET       0.551       99.995
SET       0.559       99.995
SET       0.583       99.995
SET       0.599       99.995
SET       0.623       99.996
SET       0.639       99.996
SET       0.655       99.996
SET       0.679       99.997
SET       0.703       99.997
SET       0.719       99.997
SET       0.743       99.997
SET       0.751       99.997
SET       0.783       99.998
SET       0.799       99.998
SET       0.831       99.998
SET       0.871       99.998
SET       0.903       99.998
SET       1.303       99.998
SET       1.919       99.998
SET       1.959       99.999
SET       1.991       99.999
SET       2.047       99.999
SET       2.143       99.999
SET       2.175       99.999
SET       2.191       99.999
SET       2.207       99.999
SET       2.223       99.999
SET       2.383       99.999
SET       2.495       99.999
SET       2.543       99.999
SET       2.575       99.999
SET       2.575       99.999
SET       2.607       99.999
SET       2.623       99.999
SET       2.703       99.999
SET       2.735      100.000
SET       2.751      100.000
SET       2.751      100.000
SET       2.767      100.000
SET       2.767      100.000
SET       3.055      100.000
SET       3.055      100.000
SET       3.055      100.000
SET       3.471      100.000
SET       3.471      100.000
SET       4.015      100.000
SET       4.015      100.000
SET       5.407      100.000
SET       5.407      100.000
SET       5.407      100.000
SET       5.567      100.000
SET       5.567      100.000
SET       5.567      100.000
SET       5.567      100.000
SET       5.567      100.000
SET       6.111      100.000
SET       6.111      100.000
SET       6.111      100.000
SET       6.111      100.000
SET       6.111      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET       8.959      100.000
SET      28.543      100.000
SET      28.543      100.000
---
GET       0.015        0.000
GET       0.047        5.000
GET       0.063       10.000
GET       0.071       15.000
GET       0.071       20.000
GET       0.079       25.000
GET       0.087       30.000
GET       0.095       35.000
GET       0.103       40.000
GET       0.103       45.000
GET       0.111       50.000
GET       0.111       52.500
GET       0.119       55.000
GET       0.119       57.500
GET       0.119       60.000
GET       0.127       62.500
GET       0.127       65.000
GET       0.135       67.500
GET       0.135       70.000
GET       0.143       72.500
GET       0.143       75.000
GET       0.143       76.250
GET       0.151       77.500
GET       0.151       78.750
GET       0.151       80.000
GET       0.159       81.250
GET       0.159       82.500
GET       0.159       83.750
GET       0.167       85.000
GET       0.167       86.250
GET       0.175       87.500
GET       0.175       88.125
GET       0.183       88.750
GET       0.183       89.375
GET       0.191       90.000
GET       0.191       90.625
GET       0.199       91.250
GET       0.199       91.875
GET       0.207       92.500
GET       0.207       93.125
GET       0.215       93.750
GET       0.215       94.062
GET       0.223       94.375
GET       0.223       94.688
GET       0.223       95.000
GET       0.231       95.312
GET       0.231       95.625
GET       0.239       95.938
GET       0.239       96.250
GET       0.247       96.562
GET       0.247       96.875
GET       0.255       97.031
GET       0.255       97.188
GET       0.255       97.344
GET       0.255       97.500
GET       0.263       97.656
GET       0.263       97.812
GET       0.263       97.969
GET       0.271       98.125
GET       0.271       98.281
GET       0.271       98.438
GET       0.279       98.516
GET       0.279       98.594
GET       0.279       98.672
GET       0.279       98.750
GET       0.287       98.828
GET       0.287       98.906
GET       0.287       98.984
GET       0.295       99.062
GET       0.295       99.141
GET       0.295       99.219
GET       0.303       99.258
GET       0.303       99.297
GET       0.303       99.336
GET       0.303       99.375
GET       0.303       99.414
GET       0.311       99.453
GET       0.311       99.492
GET       0.311       99.531
GET       0.311       99.570
GET       0.319       99.609
GET       0.319       99.629
GET       0.319       99.648
GET       0.319       99.668
GET       0.319       99.688
GET       0.319       99.707
GET       0.319       99.727
GET       0.327       99.746
GET       0.327       99.766
GET       0.327       99.785
GET       0.327       99.805
GET       0.335       99.814
GET       0.335       99.824
GET       0.335       99.834
GET       0.335       99.844
GET       0.343       99.854
GET       0.343       99.863
GET       0.343       99.873
GET       0.343       99.883
GET       0.351       99.893
GET       0.351       99.902
GET       0.351       99.907
GET       0.351       99.912
GET       0.359       99.917
GET       0.359       99.922
GET       0.359       99.927
GET       0.359       99.932
GET       0.359       99.937
GET       0.359       99.941
GET       0.367       99.946
GET       0.367       99.951
GET       0.367       99.954
GET       0.367       99.956
GET       0.367       99.958
GET       0.367       99.961
GET       0.375       99.963
GET       0.375       99.966
GET       0.375       99.968
GET       0.383       99.971
GET       0.383       99.973
GET       0.391       99.976
GET       0.391       99.977
GET       0.391       99.978
GET       0.399       99.979
GET       0.399       99.980
GET       0.407       99.982
GET       0.407       99.983
GET       0.415       99.984
GET       0.415       99.985
GET       0.423       99.987
GET       0.431       99.988
GET       0.431       99.988
GET       0.439       99.989
GET       0.439       99.990
GET       0.447       99.990
GET       0.455       99.991
GET       0.463       99.991
GET       0.471       99.992
GET       0.479       99.993
GET       0.495       99.993
GET       0.511       99.994
GET       0.519       99.994
GET       0.535       99.995
GET       0.551       99.995
GET       0.567       99.995
GET       0.583       99.995
GET       0.599       99.996
GET       0.623       99.996
GET       0.647       99.996
GET       0.671       99.997
GET       0.703       99.997
GET       0.711       99.997
GET       0.727       99.997
GET       0.743       99.997
GET       0.767       99.998
GET       0.791       99.998
GET       0.815       99.998
GET       0.831       99.998
GET       0.871       99.998
GET       0.935       99.998
GET       1.095       99.998
GET       1.551       99.999
GET       1.895       99.999
GET       1.975       99.999
GET       2.031       99.999
GET       2.111       99.999
GET       2.207       99.999
GET       2.335       99.999
GET       2.463       99.999
GET       2.543       99.999
GET       2.607       99.999
GET       2.655       99.999
GET       2.687       99.999
GET       2.767       99.999
GET       2.799       99.999
GET       2.927       99.999
GET       3.007       99.999
GET       3.071      100.000
GET       3.119      100.000
GET       3.295      100.000
GET       3.423      100.000
GET       3.567      100.000
GET       3.615      100.000
GET       3.663      100.000
GET       3.743      100.000
GET       3.935      100.000
GET       4.047      100.000
GET       4.351      100.000
GET       4.479      100.000
GET       5.375      100.000
GET       5.535      100.000
GET       5.535      100.000
GET       5.567      100.000
GET       5.599      100.000
GET       5.759      100.000
GET       5.791      100.000
GET       6.047      100.000
GET       6.047      100.000
GET       6.079      100.000
GET       6.079      100.000
GET       6.079      100.000
GET       9.023      100.000
GET       9.023      100.000
GET       9.023      100.000
GET      16.383      100.000
GET      16.383      100.000
GET      16.383      100.000
GET      16.383      100.000
GET      16.511      100.000
GET      25.215      100.000
GET      25.215      100.000
GET      25.215      100.000
GET      25.343      100.000
GET      25.343      100.000
GET      25.343      100.000
GET      25.343      100.000
GET      28.543      100.000
GET      28.543      100.000
GET      28.543      100.000
GET      28.543      100.000
GET      28.543      100.000
GET      28.543      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.183      100.000
GET      29.311      100.000
GET      29.311      100.000
---
WAIT      0.000      100.000


Results for Redis on port 6382:
1         Threads
5         Connections per thread
600       Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets         4098.56          ---          ---         0.11038         0.10300         0.30300         0.35900       315.75 
Gets        40985.58       995.60     39989.98         0.10889         0.09500         0.29500         0.35900      1629.60 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals      45084.14       995.60     39989.98         0.10903         0.09500         0.29500         0.35900      1945.35 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.015        0.000
SET       0.047        5.000
SET       0.055       10.000
SET       0.063       15.000
SET       0.063       20.000
SET       0.071       25.000
SET       0.079       30.000
SET       0.079       35.000
SET       0.087       40.000
SET       0.095       45.000
SET       0.103       50.000
SET       0.103       52.500
SET       0.103       55.000
SET       0.111       57.500
SET       0.111       60.000
SET       0.119       62.500
SET       0.119       65.000
SET       0.127       67.500
SET       0.127       70.000
SET       0.135       72.500
SET       0.135       75.000
SET       0.135       76.250
SET       0.143       77.500
SET       0.143       78.750
SET       0.143       80.000
SET       0.151       81.250
SET       0.151       82.500
SET       0.159       83.750
SET       0.159       85.000
SET       0.167       86.250
SET       0.167       87.500
SET       0.175       88.125
SET       0.175       88.750
SET       0.175       89.375
SET       0.183       90.000
SET       0.183       90.625
SET       0.191       91.250
SET       0.191       91.875
SET       0.199       92.500
SET       0.207       93.125
SET       0.215       93.750
SET       0.215       94.062
SET       0.215       94.375
SET       0.223       94.688
SET       0.223       95.000
SET       0.231       95.312
SET       0.231       95.625
SET       0.239       95.938
SET       0.247       96.250
SET       0.247       96.562
SET       0.255       96.875
SET       0.255       97.031
SET       0.255       97.188
SET       0.263       97.344
SET       0.263       97.500
SET       0.263       97.656
SET       0.271       97.812
SET       0.271       97.969
SET       0.279       98.125
SET       0.279       98.281
SET       0.287       98.438
SET       0.287       98.516
SET       0.287       98.594
SET       0.287       98.672
SET       0.295       98.750
SET       0.295       98.828
SET       0.295       98.906
SET       0.303       98.984
SET       0.303       99.062
SET       0.311       99.141
SET       0.311       99.219
SET       0.311       99.258
SET       0.311       99.297
SET       0.311       99.336
SET       0.311       99.375
SET       0.319       99.414
SET       0.319       99.453
SET       0.319       99.492
SET       0.327       99.531
SET       0.327       99.570
SET       0.327       99.609
SET       0.335       99.629
SET       0.335       99.648
SET       0.335       99.668
SET       0.335       99.688
SET       0.335       99.707
SET       0.343       99.727
SET       0.343       99.746
SET       0.343       99.766
SET       0.351       99.785
SET       0.351       99.805
SET       0.351       99.814
SET       0.351       99.824
SET       0.351       99.834
SET       0.351       99.844
SET       0.351       99.854
SET       0.351       99.863
SET       0.359       99.873
SET       0.359       99.883
SET       0.359       99.893
SET       0.359       99.902
SET       0.359       99.907
SET       0.359       99.912
SET       0.367       99.917
SET       0.367       99.922
SET       0.367       99.927
SET       0.367       99.932
SET       0.367       99.937
SET       0.375       99.941
SET       0.375       99.946
SET       0.375       99.951
SET       0.375       99.954
SET       0.383       99.956
SET       0.383       99.958
SET       0.383       99.961
SET       0.391       99.963
SET       0.391       99.966
SET       0.391       99.968
SET       0.391       99.971
SET       0.399       99.973
SET       0.399       99.976
SET       0.399       99.977
SET       0.399       99.978
SET       0.407       99.979
SET       0.407       99.980
SET       0.407       99.982
SET       0.407       99.983
SET       0.415       99.984
SET       0.423       99.985
SET       0.423       99.987
SET       0.431       99.988
SET       0.439       99.988
SET       0.439       99.989
SET       0.447       99.990
SET       0.447       99.990
SET       0.455       99.991
SET       0.463       99.991
SET       0.471       99.992
SET       0.479       99.993
SET       0.487       99.993
SET       0.503       99.994
SET       0.511       99.994
SET       0.511       99.995
SET       0.519       99.995
SET       0.527       99.995
SET       0.535       99.995
SET       0.543       99.996
SET       0.559       99.996
SET       0.575       99.996
SET       0.599       99.997
SET       0.639       99.997
SET       0.655       99.997
SET       0.663       99.997
SET       0.695       99.997
SET       0.735       99.998
SET       0.743       99.998
SET       0.775       99.998
SET       0.815       99.998
SET       0.863       99.998
SET       0.935       99.998
SET       1.215       99.998
SET       1.279       99.999
SET       1.295       99.999
SET       1.391       99.999
SET       1.623       99.999
SET       2.079       99.999
SET       2.079       99.999
SET       2.111       99.999
SET       2.127       99.999
SET       2.159       99.999
SET       2.191       99.999
SET       2.303       99.999
SET       2.367       99.999
SET       5.215       99.999
SET       5.215       99.999
SET       5.375       99.999
SET       5.727       99.999
SET       5.791      100.000
SET       5.823      100.000
SET       7.967      100.000
SET       9.727      100.000
SET      23.807      100.000
SET      23.807      100.000
SET      23.935      100.000
SET      23.935      100.000
SET      23.935      100.000
SET      24.703      100.000
SET      24.703      100.000
SET     970.751      100.000
SET     970.751      100.000
SET     983.039      100.000
SET     983.039      100.000
SET     983.039      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     995.327      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET     999.423      100.000
SET    1019.903      100.000
SET    1019.903      100.000
---
GET       0.015        0.000
GET       0.047        5.000
GET       0.055       10.000
GET       0.055       15.000
GET       0.063       20.000
GET       0.071       25.000
GET       0.079       30.000
GET       0.079       35.000
GET       0.087       40.000
GET       0.095       45.000
GET       0.095       50.000
GET       0.103       52.500
GET       0.103       55.000
GET       0.111       57.500
GET       0.111       60.000
GET       0.111       62.500
GET       0.119       65.000
GET       0.119       67.500
GET       0.127       70.000
GET       0.127       72.500
GET       0.135       75.000
GET       0.135       76.250
GET       0.143       77.500
GET       0.143       78.750
GET       0.143       80.000
GET       0.151       81.250
GET       0.151       82.500
GET       0.151       83.750
GET       0.159       85.000
GET       0.159       86.250
GET       0.167       87.500
GET       0.167       88.125
GET       0.175       88.750
GET       0.175       89.375
GET       0.183       90.000
GET       0.183       90.625
GET       0.191       91.250
GET       0.191       91.875
