Results for Memcached on port 11211:
4         Threads
2         Connections per thread
60        Seconds


ALL STATS
============================================================================================================================
Type         Ops/sec     Hits/sec   Misses/sec    Avg. Latency     p50 Latency     p99 Latency   p99.9 Latency       KB/sec 
----------------------------------------------------------------------------------------------------------------------------
Sets        10229.46          ---          ---         0.07207         0.06300         0.27900         0.91900       698.16 
Gets       102293.85       914.78    101379.07         0.06923         0.06300         0.26300         0.84700      2641.49 
Waits           0.00          ---          ---             ---             ---             ---             ---          --- 
Totals     112523.31       914.78    101379.07         0.06949         0.06300         0.26300         0.84700      3339.65 


Request Latency Distribution
Type     <= msec         Percent
GET       0.959       99.983
GET       0.991       99.984
GET       1.015       99.985
GET       1.055       99.987
GET       1.087       99.988
GET       1.111       99.988
GET       1.143       99.989
GET       1.159       99.990
GET       1.183       99.990
GET       1.207       99.991
GET       1.239       99.991
GET       1.271       99.992
GET       1.319       99.993
GET       1.359       99.993
GET       1.399       99.994
GET       1.423       99.994
GET       1.447       99.995
GET       1.471       99.995
GET       1.503       99.995
GET       1.535       99.995
GET       1.575       99.996
GET       1.607       99.996
GET       1.647       99.996
GET       1.703       99.997
GET       1.751       99.997
GET       1.767       99.997
GET       1.799       99.997
GET       1.831       99.997
GET       1.863       99.998
GET       1.903       99.998
GET       1.959       99.998
GET       1.999       99.998
GET       2.079       99.998
GET       2.127       99.998
GET       2.175       99.998
GET       2.223       99.999
GET       2.239       99.999
GET       2.287       99.999
GET       2.335       99.999
GET       2.367       99.999
GET       2.415       99.999
GET       2.511       99.999
GET       2.591       99.999
GET       2.639       99.999
GET       2.687       99.999
GET       2.719       99.999
GET       2.783       99.999
GET       2.895       99.999
GET       2.927       99.999
GET       3.039       99.999
GET       3.167       99.999
GET       3.279      100.000
GET       3.423      100.000
GET       3.551      100.000
GET       3.631      100.000
GET       3.935      100.000
GET       3.999      100.000
GET       4.255      100.000
GET       4.863      100.000
GET       6.335      100.000
GET       6.335      100.000
GET       6.431      100.000
GET       6.431      100.000
GET       7.103      100.000
GET       7.967      100.000
GET       7.967      100.000
GET       8.575      100.000
GET       8.575      100.000
GET       8.895      100.000
GET       8.895      100.000
GET       9.087      100.000
GET      13.119      100.000
GET      13.119      100.000
GET      13.311      100.000
GET      13.311      100.000
GET      13.311      100.000
GET      13.439      100.000
GET      13.439      100.000
GET      13.439      100.000
GET      13.439      100.000
GET      15.743      100.000
GET      15.743      100.000
GET      15.743      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      15.935      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.455      100.000
GET      19.839      100.000
GET      19.839      100.000
---
WAIT      0.000      100.000


